,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
185,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]",,,
186,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]",,
187,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[107, 2, 0, 0]",
188,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]",,
189,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]",
190,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]"
191,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[44, 2, 5, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]",
192,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[44, 2, 5, 2]","[54, 2, 7, 2]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]",,
193,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[44, 2, 5, 2]","[54, 2, 7, 2]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]","[110, 2, 0, 0]",
194,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[44, 2, 5, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 1]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]",,
195,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[109, 2, 0, 0]",,,
196,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]",,,,
197,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,
198,"[28, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,
199,"[28, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[112, 2, 0, 0]",,,
200,"[28, 2, 2, 0]","[38, 2, 1, 2]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[112, 2, 0, 0]",,,,
201,"[28, 2, 2, 0]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[112, 2, 0, 0]",,,,,
202,"[28, 2, 2, 0]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
203,"[28, 2, 2, 0]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
204,"[28, 2, 2, 0]","[54, 2, 7, 2]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
205,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
206,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[113, 2, 6, 0]",,,,,
207,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
208,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
209,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
210,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 2]","[82, 2, 9, 2]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]",,,,,,
211,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 1]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]",,,,,
212,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]",,,,
213,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[116, 2, 2, 0]",,,
214,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]",,,,
215,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]",,,
216,"[28, 2, 2, 0]","[54, 2, 7, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[118, 2, 0, 0]",,
217,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[118, 2, 0, 0]",,,
218,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 0]","[108, 2, 4, 0]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[118, 2, 0, 0]",,,
219,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]",,,,
220,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[119, 2, 3, 0]",,,
221,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]",,
222,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 0]","[114, 2, 6, 0]","[115, 2, 4, 0]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]","[121, 2, 1, 0]",
223,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 2]","[104, 2, 6, 2]","[105, 2, 3, 2]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 2]","[114, 2, 6, 2]","[115, 2, 4, 2]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]",,
224,"[28, 2, 2, 0]","[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 2]","[114, 2, 6, 2]","[115, 2, 4, 2]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]","[122, 2, 4, 0]",
225,"[54, 2, 7, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 2]","[114, 2, 6, 2]","[115, 2, 4, 2]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]","[122, 2, 4, 0]",,
226,"[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 2]","[86, 2, 9, 0]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[103, 2, 7, 0]","[104, 2, 6, 0]","[105, 2, 3, 0]","[106, 2, 2, 2]","[108, 2, 4, 2]","[111, 2, 0, 2]","[114, 2, 6, 2]","[115, 2, 4, 2]","[117, 2, 6, 0]","[119, 2, 3, 0]","[120, 2, 1, 0]","[122, 2, 4, 0]",,,
